card_id,corpus,traj_id,task,agent,model,reward,n_steps,t,w,kind,placeholder_frac,max_msg_repeat_frac,hint,max_sig_run,final_stall
d_tb2_extract-moves-from-video__ZE44RbF_10,tb2,extract-moves-from-video__ZE44RbF,extract-moves-from-video,terminus-3-3,gemini-3.1-pro-preview@Google,0,97,10,10,dense,0.216,0.2,14.15,17,0
d_tb2_extract-moves-from-video__ZE44RbF_15,tb2,extract-moves-from-video__ZE44RbF,extract-moves-from-video,terminus-3-3,gemini-3.1-pro-preview@Google,0,97,15,10,dense,0.216,0.2,14.15,17,0
d_tb2_extract-moves-from-video__ZE44RbF_21,tb2,extract-moves-from-video__ZE44RbF,extract-moves-from-video,terminus-3-3,gemini-3.1-pro-preview@Google,0,97,21,10,dense,0.216,0.2,14.15,17,0
d_tb2_extract-moves-from-video__ZE44RbF_27,tb2,extract-moves-from-video__ZE44RbF,extract-moves-from-video,terminus-3-3,gemini-3.1-pro-preview@Google,0,97,27,10,dense,0.216,0.2,14.15,17,0
d_tb2_extract-moves-from-video__ZE44RbF_32,tb2,extract-moves-from-video__ZE44RbF,extract-moves-from-video,terminus-3-3,gemini-3.1-pro-preview@Google,0,97,32,10,dense,0.216,0.2,14.15,17,0
d_tb2_extract-moves-from-video__ZE44RbF_36,tb2,extract-moves-from-video__ZE44RbF,extract-moves-from-video,terminus-3-3,gemini-3.1-pro-preview@Google,0,97,36,10,dense,0.216,0.2,14.15,17,0
d_tb2_extract-moves-from-video__ZE44RbF_40,tb2,extract-moves-from-video__ZE44RbF,extract-moves-from-video,terminus-3-3,gemini-3.1-pro-preview@Google,0,97,40,10,dense,0.216,0.2,14.15,17,0
d_tb2_extract-moves-from-video__ZE44RbF_46,tb2,extract-moves-from-video__ZE44RbF,extract-moves-from-video,terminus-3-3,gemini-3.1-pro-preview@Google,0,97,46,10,dense,0.216,0.2,14.15,17,0
d_tb2_extract-moves-from-video__ZE44RbF_51,tb2,extract-moves-from-video__ZE44RbF,extract-moves-from-video,terminus-3-3,gemini-3.1-pro-preview@Google,0,97,51,10,dense,0.216,0.2,14.15,17,0
d_tb2_extract-moves-from-video__ZE44RbF_55,tb2,extract-moves-from-video__ZE44RbF,extract-moves-from-video,terminus-3-3,gemini-3.1-pro-preview@Google,0,97,55,10,dense,0.216,0.2,14.15,17,0
d_tb2_extract-moves-from-video__vRcGj7U_12,tb2,extract-moves-from-video__vRcGj7U,extract-moves-from-video,terminus-3-3,gemini-3.1-pro-preview@Google,0,105,12,10,dense,0.276,0.333,7.09,10,0
d_tb2_extract-moves-from-video__vRcGj7U_17,tb2,extract-moves-from-video__vRcGj7U,extract-moves-from-video,terminus-3-3,gemini-3.1-pro-preview@Google,0,105,17,10,dense,0.276,0.333,7.09,10,0
d_tb2_extract-moves-from-video__vRcGj7U_23,tb2,extract-moves-from-video__vRcGj7U,extract-moves-from-video,terminus-3-3,gemini-3.1-pro-preview@Google,0,105,23,10,dense,0.276,0.333,7.09,10,0
d_tb2_extract-moves-from-video__vRcGj7U_29,tb2,extract-moves-from-video__vRcGj7U,extract-moves-from-video,terminus-3-3,gemini-3.1-pro-preview@Google,0,105,29,10,dense,0.276,0.333,7.09,10,0
d_tb2_extract-moves-from-video__vRcGj7U_35,tb2,extract-moves-from-video__vRcGj7U,extract-moves-from-video,terminus-3-3,gemini-3.1-pro-preview@Google,0,105,35,10,dense,0.276,0.333,7.09,10,0
d_tb2_extract-moves-from-video__vRcGj7U_39,tb2,extract-moves-from-video__vRcGj7U,extract-moves-from-video,terminus-3-3,gemini-3.1-pro-preview@Google,0,105,39,10,dense,0.276,0.333,7.09,10,0
d_tb2_extract-moves-from-video__vRcGj7U_45,tb2,extract-moves-from-video__vRcGj7U,extract-moves-from-video,terminus-3-3,gemini-3.1-pro-preview@Google,0,105,45,10,dense,0.276,0.333,7.09,10,0
d_tb2_extract-moves-from-video__vRcGj7U_51,tb2,extract-moves-from-video__vRcGj7U,extract-moves-from-video,terminus-3-3,gemini-3.1-pro-preview@Google,0,105,51,10,dense,0.276,0.333,7.09,10,0
d_tb2_extract-moves-from-video__vRcGj7U_55,tb2,extract-moves-from-video__vRcGj7U,extract-moves-from-video,terminus-3-3,gemini-3.1-pro-preview@Google,0,105,55,10,dense,0.276,0.333,7.09,10,0
d_tb2_extract-moves-from-video__vRcGj7U_59,tb2,extract-moves-from-video__vRcGj7U,extract-moves-from-video,terminus-3-3,gemini-3.1-pro-preview@Google,0,105,59,10,dense,0.276,0.333,7.09,10,0
d_tb2_db-wal-recovery__rwGVtyu_9,tb2,db-wal-recovery__rwGVtyu,db-wal-recovery,terminus-3-3,gemini-3.1-pro-preview@Google,0,45,9,10,dense,0.2,0.333,2.53,4,8
d_tb2_db-wal-recovery__rwGVtyu_12,tb2,db-wal-recovery__rwGVtyu,db-wal-recovery,terminus-3-3,gemini-3.1-pro-preview@Google,0,45,12,10,dense,0.2,0.333,2.53,4,8
d_tb2_db-wal-recovery__rwGVtyu_16,tb2,db-wal-recovery__rwGVtyu,db-wal-recovery,terminus-3-3,gemini-3.1-pro-preview@Google,0,45,16,10,dense,0.2,0.333,2.53,4,8
d_tb2_db-wal-recovery__rwGVtyu_20,tb2,db-wal-recovery__rwGVtyu,db-wal-recovery,terminus-3-3,gemini-3.1-pro-preview@Google,0,45,20,10,dense,0.2,0.333,2.53,4,8
d_tb2_db-wal-recovery__rwGVtyu_23,tb2,db-wal-recovery__rwGVtyu,db-wal-recovery,terminus-3-3,gemini-3.1-pro-preview@Google,0,45,23,10,dense,0.2,0.333,2.53,4,8
d_tb2_db-wal-recovery__rwGVtyu_26,tb2,db-wal-recovery__rwGVtyu,db-wal-recovery,terminus-3-3,gemini-3.1-pro-preview@Google,0,45,26,10,dense,0.2,0.333,2.53,4,8
d_tb2_db-wal-recovery__rwGVtyu_29,tb2,db-wal-recovery__rwGVtyu,db-wal-recovery,terminus-3-3,gemini-3.1-pro-preview@Google,0,45,29,10,dense,0.2,0.333,2.53,4,8
d_tb2_db-wal-recovery__rwGVtyu_32,tb2,db-wal-recovery__rwGVtyu,db-wal-recovery,terminus-3-3,gemini-3.1-pro-preview@Google,0,45,32,10,dense,0.2,0.333,2.53,4,8
d_tb2_db-wal-recovery__rwGVtyu_36,tb2,db-wal-recovery__rwGVtyu,db-wal-recovery,terminus-3-3,gemini-3.1-pro-preview@Google,0,45,36,10,dense,0.2,0.333,2.53,4,8
d_tb2_db-wal-recovery__rwGVtyu_39,tb2,db-wal-recovery__rwGVtyu,db-wal-recovery,terminus-3-3,gemini-3.1-pro-preview@Google,0,45,39,10,dense,0.2,0.333,2.53,4,8
