card_id,corpus,traj_id,task,agent,model,reward,n_steps,t,w,kind,placeholder_frac,max_msg_repeat_frac,hint,max_sig_run,final_stall
d_tb2_crack-7z-hash__X4cK7Hr_46,tb2,crack-7z-hash__X4cK7Hr,crack-7z-hash,mini-swe-agent,gemini-2.5-flash@gemini,0,243,46,10,dense,0.029,0.116,224.87,195,197
d_tb2_crack-7z-hash__X4cK7Hr_52,tb2,crack-7z-hash__X4cK7Hr,crack-7z-hash,mini-swe-agent,gemini-2.5-flash@gemini,0,243,52,10,dense,0.029,0.116,224.87,195,197
d_tb2_crack-7z-hash__X4cK7Hr_57,tb2,crack-7z-hash__X4cK7Hr,crack-7z-hash,mini-swe-agent,gemini-2.5-flash@gemini,0,243,57,10,dense,0.029,0.116,224.87,195,197
d_tb2_fix-ocaml-gc__awEK6tj_10,tb2,fix-ocaml-gc__awEK6tj,fix-ocaml-gc,mini-swe-agent,gemini-2.5-pro@gemini,0,266,10,10,dense,0.06,0.004,218.68,187,208
d_tb2_fix-ocaml-gc__awEK6tj_15,tb2,fix-ocaml-gc__awEK6tj,fix-ocaml-gc,mini-swe-agent,gemini-2.5-pro@gemini,0,266,15,10,dense,0.06,0.004,218.68,187,208
d_tb2_fix-ocaml-gc__awEK6tj_20,tb2,fix-ocaml-gc__awEK6tj,fix-ocaml-gc,mini-swe-agent,gemini-2.5-pro@gemini,0,266,20,10,dense,0.06,0.004,218.68,187,208
d_tb2_fix-ocaml-gc__awEK6tj_24,tb2,fix-ocaml-gc__awEK6tj,fix-ocaml-gc,mini-swe-agent,gemini-2.5-pro@gemini,0,266,24,10,dense,0.06,0.004,218.68,187,208
d_tb2_fix-ocaml-gc__awEK6tj_28,tb2,fix-ocaml-gc__awEK6tj,fix-ocaml-gc,mini-swe-agent,gemini-2.5-pro@gemini,0,266,28,10,dense,0.06,0.004,218.68,187,208
d_tb2_fix-ocaml-gc__awEK6tj_34,tb2,fix-ocaml-gc__awEK6tj,fix-ocaml-gc,mini-swe-agent,gemini-2.5-pro@gemini,0,266,34,10,dense,0.06,0.004,218.68,187,208
d_tb2_fix-ocaml-gc__awEK6tj_39,tb2,fix-ocaml-gc__awEK6tj,fix-ocaml-gc,mini-swe-agent,gemini-2.5-pro@gemini,0,266,39,10,dense,0.06,0.004,218.68,187,208
d_tb2_fix-ocaml-gc__awEK6tj_43,tb2,fix-ocaml-gc__awEK6tj,fix-ocaml-gc,mini-swe-agent,gemini-2.5-pro@gemini,0,266,43,10,dense,0.06,0.004,218.68,187,208
d_tb2_fix-ocaml-gc__awEK6tj_48,tb2,fix-ocaml-gc__awEK6tj,fix-ocaml-gc,mini-swe-agent,gemini-2.5-pro@gemini,0,266,48,10,dense,0.06,0.004,218.68,187,208
d_tb2_fix-ocaml-gc__awEK6tj_54,tb2,fix-ocaml-gc__awEK6tj,fix-ocaml-gc,mini-swe-agent,gemini-2.5-pro@gemini,0,266,54,10,dense,0.06,0.004,218.68,187,208
d_tb2_crack-7z-hash__Mp364LH_9,tb2,crack-7z-hash__Mp364LH,crack-7z-hash,mini-swe-agent,gemini-2.5-flash@gemini,0,353,9,10,dense,0.037,0.278,215.18,187,187
d_tb2_crack-7z-hash__Mp364LH_13,tb2,crack-7z-hash__Mp364LH,crack-7z-hash,mini-swe-agent,gemini-2.5-flash@gemini,0,353,13,10,dense,0.037,0.278,215.18,187,187
d_tb2_crack-7z-hash__Mp364LH_17,tb2,crack-7z-hash__Mp364LH,crack-7z-hash,mini-swe-agent,gemini-2.5-flash@gemini,0,353,17,10,dense,0.037,0.278,215.18,187,187
d_tb2_crack-7z-hash__Mp364LH_23,tb2,crack-7z-hash__Mp364LH,crack-7z-hash,mini-swe-agent,gemini-2.5-flash@gemini,0,353,23,10,dense,0.037,0.278,215.18,187,187
d_tb2_crack-7z-hash__Mp364LH_27,tb2,crack-7z-hash__Mp364LH,crack-7z-hash,mini-swe-agent,gemini-2.5-flash@gemini,0,353,27,10,dense,0.037,0.278,215.18,187,187
d_tb2_crack-7z-hash__Mp364LH_31,tb2,crack-7z-hash__Mp364LH,crack-7z-hash,mini-swe-agent,gemini-2.5-flash@gemini,0,353,31,10,dense,0.037,0.278,215.18,187,187
d_tb2_crack-7z-hash__Mp364LH_35,tb2,crack-7z-hash__Mp364LH,crack-7z-hash,mini-swe-agent,gemini-2.5-flash@gemini,0,353,35,10,dense,0.037,0.278,215.18,187,187
d_tb2_crack-7z-hash__Mp364LH_41,tb2,crack-7z-hash__Mp364LH,crack-7z-hash,mini-swe-agent,gemini-2.5-flash@gemini,0,353,41,10,dense,0.037,0.278,215.18,187,187
d_tb2_crack-7z-hash__Mp364LH_47,tb2,crack-7z-hash__Mp364LH,crack-7z-hash,mini-swe-agent,gemini-2.5-flash@gemini,0,353,47,10,dense,0.037,0.278,215.18,187,187
d_tb2_crack-7z-hash__Mp364LH_53,tb2,crack-7z-hash__Mp364LH,crack-7z-hash,mini-swe-agent,gemini-2.5-flash@gemini,0,353,53,10,dense,0.037,0.278,215.18,187,187
d_tb2_mailman__dbiKZhc_12,tb2,mailman__dbiKZhc,mailman,mini-swe-agent,gemini-2.5-pro@gemini,1,51,12,10,dense,0.176,0.02,0.39,1,2
d_tb2_mailman__dbiKZhc_17,tb2,mailman__dbiKZhc,mailman,mini-swe-agent,gemini-2.5-pro@gemini,1,51,17,10,dense,0.176,0.02,0.39,1,2
d_tb2_mailman__dbiKZhc_23,tb2,mailman__dbiKZhc,mailman,mini-swe-agent,gemini-2.5-pro@gemini,1,51,23,10,dense,0.176,0.02,0.39,1,2
d_tb2_mailman__dbiKZhc_27,tb2,mailman__dbiKZhc,mailman,mini-swe-agent,gemini-2.5-pro@gemini,1,51,27,10,dense,0.176,0.02,0.39,1,2
d_tb2_mailman__dbiKZhc_33,tb2,mailman__dbiKZhc,mailman,mini-swe-agent,gemini-2.5-pro@gemini,1,51,33,10,dense,0.176,0.02,0.39,1,2
d_tb2_mailman__dbiKZhc_37,tb2,mailman__dbiKZhc,mailman,mini-swe-agent,gemini-2.5-pro@gemini,1,51,37,10,dense,0.176,0.02,0.39,1,2
d_tb2_mailman__dbiKZhc_43,tb2,mailman__dbiKZhc,mailman,mini-swe-agent,gemini-2.5-pro@gemini,1,51,43,10,dense,0.176,0.02,0.39,1,2
d_tb2_mailman__dbiKZhc_47,tb2,mailman__dbiKZhc,mailman,mini-swe-agent,gemini-2.5-pro@gemini,1,51,47,10,dense,0.176,0.02,0.39,1,2
d_tb2_mailman__dbiKZhc_48,tb2,mailman__dbiKZhc,mailman,mini-swe-agent,gemini-2.5-pro@gemini,1,51,48,10,dense,0.176,0.02,0.39,1,2
d_tb2_mailman__dbiKZhc_49,tb2,mailman__dbiKZhc,mailman,mini-swe-agent,gemini-2.5-pro@gemini,1,51,49,10,dense,0.176,0.02,0.39,1,2
d_tb2_crack-7z-hash__M36nRdr_9,tb2,crack-7z-hash__M36nRdr,crack-7z-hash,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,0,85,9,10,dense,0.165,0.012,0.74,2,4
d_tb2_crack-7z-hash__M36nRdr_14,tb2,crack-7z-hash__M36nRdr,crack-7z-hash,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,0,85,14,10,dense,0.165,0.012,0.74,2,4
d_tb2_crack-7z-hash__M36nRdr_19,tb2,crack-7z-hash__M36nRdr,crack-7z-hash,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,0,85,19,10,dense,0.165,0.012,0.74,2,4
d_tb2_crack-7z-hash__M36nRdr_25,tb2,crack-7z-hash__M36nRdr,crack-7z-hash,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,0,85,25,10,dense,0.165,0.012,0.74,2,4
d_tb2_crack-7z-hash__M36nRdr_30,tb2,crack-7z-hash__M36nRdr,crack-7z-hash,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,0,85,30,10,dense,0.165,0.012,0.74,2,4
d_tb2_crack-7z-hash__M36nRdr_34,tb2,crack-7z-hash__M36nRdr,crack-7z-hash,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,0,85,34,10,dense,0.165,0.012,0.74,2,4
d_tb2_crack-7z-hash__M36nRdr_39,tb2,crack-7z-hash__M36nRdr,crack-7z-hash,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,0,85,39,10,dense,0.165,0.012,0.74,2,4
d_tb2_crack-7z-hash__M36nRdr_44,tb2,crack-7z-hash__M36nRdr,crack-7z-hash,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,0,85,44,10,dense,0.165,0.012,0.74,2,4
d_tb2_crack-7z-hash__M36nRdr_48,tb2,crack-7z-hash__M36nRdr,crack-7z-hash,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,0,85,48,10,dense,0.165,0.012,0.74,2,4
d_tb2_crack-7z-hash__M36nRdr_54,tb2,crack-7z-hash__M36nRdr,crack-7z-hash,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,0,85,54,10,dense,0.165,0.012,0.74,2,4
d_tb2_custom-memory-heap-crash__E322Lxp_12,tb2,custom-memory-heap-crash__E322Lxp,custom-memory-heap-crash,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,1,84,12,10,dense,0.083,0.024,0.2,1,1
d_tb2_custom-memory-heap-crash__E322Lxp_18,tb2,custom-memory-heap-crash__E322Lxp,custom-memory-heap-crash,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,1,84,18,10,dense,0.083,0.024,0.2,1,1
d_tb2_custom-memory-heap-crash__E322Lxp_24,tb2,custom-memory-heap-crash__E322Lxp,custom-memory-heap-crash,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,1,84,24,10,dense,0.083,0.024,0.2,1,1
d_tb2_custom-memory-heap-crash__E322Lxp_30,tb2,custom-memory-heap-crash__E322Lxp,custom-memory-heap-crash,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,1,84,30,10,dense,0.083,0.024,0.2,1,1
d_tb2_custom-memory-heap-crash__E322Lxp_34,tb2,custom-memory-heap-crash__E322Lxp,custom-memory-heap-crash,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,1,84,34,10,dense,0.083,0.024,0.2,1,1
d_tb2_custom-memory-heap-crash__E322Lxp_39,tb2,custom-memory-heap-crash__E322Lxp,custom-memory-heap-crash,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,1,84,39,10,dense,0.083,0.024,0.2,1,1
d_tb2_custom-memory-heap-crash__E322Lxp_45,tb2,custom-memory-heap-crash__E322Lxp,custom-memory-heap-crash,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,1,84,45,10,dense,0.083,0.024,0.2,1,1
d_tb2_custom-memory-heap-crash__E322Lxp_49,tb2,custom-memory-heap-crash__E322Lxp,custom-memory-heap-crash,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,1,84,49,10,dense,0.083,0.024,0.2,1,1
d_tb2_custom-memory-heap-crash__E322Lxp_53,tb2,custom-memory-heap-crash__E322Lxp,custom-memory-heap-crash,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,1,84,53,10,dense,0.083,0.024,0.2,1,1
d_tb2_custom-memory-heap-crash__E322Lxp_59,tb2,custom-memory-heap-crash__E322Lxp,custom-memory-heap-crash,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,1,84,59,10,dense,0.083,0.024,0.2,1,1
d_tb2_feal-linear-cryptanalysis__L3Ts8kn_12,tb2,feal-linear-cryptanalysis__L3Ts8kn,feal-linear-cryptanalysis,terminus-2,accounts/fireworks/models/glm-4p6@fireworks_ai,0,201,12,10,dense,0.0,0.005,177.01,180,0
d_tb2_feal-linear-cryptanalysis__L3Ts8kn_18,tb2,feal-linear-cryptanalysis__L3Ts8kn,feal-linear-cryptanalysis,terminus-2,accounts/fireworks/models/glm-4p6@fireworks_ai,0,201,18,10,dense,0.0,0.005,177.01,180,0
d_tb2_feal-linear-cryptanalysis__L3Ts8kn_23,tb2,feal-linear-cryptanalysis__L3Ts8kn,feal-linear-cryptanalysis,terminus-2,accounts/fireworks/models/glm-4p6@fireworks_ai,0,201,23,10,dense,0.0,0.005,177.01,180,0
d_tb2_feal-linear-cryptanalysis__L3Ts8kn_29,tb2,feal-linear-cryptanalysis__L3Ts8kn,feal-linear-cryptanalysis,terminus-2,accounts/fireworks/models/glm-4p6@fireworks_ai,0,201,29,10,dense,0.0,0.005,177.01,180,0
d_tb2_feal-linear-cryptanalysis__L3Ts8kn_33,tb2,feal-linear-cryptanalysis__L3Ts8kn,feal-linear-cryptanalysis,terminus-2,accounts/fireworks/models/glm-4p6@fireworks_ai,0,201,33,10,dense,0.0,0.005,177.01,180,0
d_tb2_feal-linear-cryptanalysis__L3Ts8kn_39,tb2,feal-linear-cryptanalysis__L3Ts8kn,feal-linear-cryptanalysis,terminus-2,accounts/fireworks/models/glm-4p6@fireworks_ai,0,201,39,10,dense,0.0,0.005,177.01,180,0
d_tb2_feal-linear-cryptanalysis__L3Ts8kn_45,tb2,feal-linear-cryptanalysis__L3Ts8kn,feal-linear-cryptanalysis,terminus-2,accounts/fireworks/models/glm-4p6@fireworks_ai,0,201,45,10,dense,0.0,0.005,177.01,180,0
d_tb2_feal-linear-cryptanalysis__L3Ts8kn_49,tb2,feal-linear-cryptanalysis__L3Ts8kn,feal-linear-cryptanalysis,terminus-2,accounts/fireworks/models/glm-4p6@fireworks_ai,0,201,49,10,dense,0.0,0.005,177.01,180,0
d_tb2_feal-linear-cryptanalysis__L3Ts8kn_53,tb2,feal-linear-cryptanalysis__L3Ts8kn,feal-linear-cryptanalysis,terminus-2,accounts/fireworks/models/glm-4p6@fireworks_ai,0,201,53,10,dense,0.0,0.005,177.01,180,0
d_tb2_feal-linear-cryptanalysis__L3Ts8kn_57,tb2,feal-linear-cryptanalysis__L3Ts8kn,feal-linear-cryptanalysis,terminus-2,accounts/fireworks/models/glm-4p6@fireworks_ai,0,201,57,10,dense,0.0,0.005,177.01,180,0
d_tb2_build-pov-ray__bMc6qiA_12,tb2,build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,12,10,dense,0.378,0.259,69.79,72,0
d_tb2_build-pov-ray__bMc6qiA_17,tb2,build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,17,10,dense,0.378,0.259,69.79,72,0
d_tb2_build-pov-ray__bMc6qiA_22,tb2,build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,22,10,dense,0.378,0.259,69.79,72,0
d_tb2_build-pov-ray__bMc6qiA_28,tb2,build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,28,10,dense,0.378,0.259,69.79,72,0
d_tb2_build-pov-ray__bMc6qiA_34,tb2,build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,34,10,dense,0.378,0.259,69.79,72,0
d_tb2_build-pov-ray__bMc6qiA_39,tb2,build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,39,10,dense,0.378,0.259,69.79,72,0
d_tb2_build-pov-ray__bMc6qiA_43,tb2,build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,43,10,dense,0.378,0.259,69.79,72,0
d_tb2_build-pov-ray__bMc6qiA_48,tb2,build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,48,10,dense,0.378,0.259,69.79,72,0
d_tb2_build-pov-ray__bMc6qiA_53,tb2,build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,53,10,dense,0.378,0.259,69.79,72,0
d_tb2_build-pov-ray__bMc6qiA_58,tb2,build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,58,10,dense,0.378,0.259,69.79,72,0
d_tb2_feal-linear-cryptanalysis__jbbLGgC_11,tb2,feal-linear-cryptanalysis__jbbLGgC,feal-linear-cryptanalysis,terminus-2,openai/gpt-oss-20b@together_ai,0,85,11,10,dense,0.0,0.038,38.06,26,84
d_tb2_feal-linear-cryptanalysis__jbbLGgC_16,tb2,feal-linear-cryptanalysis__jbbLGgC,feal-linear-cryptanalysis,terminus-2,openai/gpt-oss-20b@together_ai,0,85,16,10,dense,0.0,0.038,38.06,26,84
d_tb2_feal-linear-cryptanalysis__jbbLGgC_20,tb2,feal-linear-cryptanalysis__jbbLGgC,feal-linear-cryptanalysis,terminus-2,openai/gpt-oss-20b@together_ai,0,85,20,10,dense,0.0,0.038,38.06,26,84
d_tb2_feal-linear-cryptanalysis__jbbLGgC_25,tb2,feal-linear-cryptanalysis__jbbLGgC,feal-linear-cryptanalysis,terminus-2,openai/gpt-oss-20b@together_ai,0,85,25,10,dense,0.0,0.038,38.06,26,84
d_tb2_feal-linear-cryptanalysis__jbbLGgC_30,tb2,feal-linear-cryptanalysis__jbbLGgC,feal-linear-cryptanalysis,terminus-2,openai/gpt-oss-20b@together_ai,0,85,30,10,dense,0.0,0.038,38.06,26,84
d_tb2_feal-linear-cryptanalysis__jbbLGgC_34,tb2,feal-linear-cryptanalysis__jbbLGgC,feal-linear-cryptanalysis,terminus-2,openai/gpt-oss-20b@together_ai,0,85,34,10,dense,0.0,0.038,38.06,26,84
d_tb2_feal-linear-cryptanalysis__jbbLGgC_40,tb2,feal-linear-cryptanalysis__jbbLGgC,feal-linear-cryptanalysis,terminus-2,openai/gpt-oss-20b@together_ai,0,85,40,10,dense,0.0,0.038,38.06,26,84
d_tb2_feal-linear-cryptanalysis__jbbLGgC_46,tb2,feal-linear-cryptanalysis__jbbLGgC,feal-linear-cryptanalysis,terminus-2,openai/gpt-oss-20b@together_ai,0,85,46,10,dense,0.0,0.038,38.06,26,84
d_tb2_feal-linear-cryptanalysis__jbbLGgC_51,tb2,feal-linear-cryptanalysis__jbbLGgC,feal-linear-cryptanalysis,terminus-2,openai/gpt-oss-20b@together_ai,0,85,51,10,dense,0.0,0.038,38.06,26,84
d_tb2_feal-linear-cryptanalysis__jbbLGgC_55,tb2,feal-linear-cryptanalysis__jbbLGgC,feal-linear-cryptanalysis,terminus-2,openai/gpt-oss-20b@together_ai,0,85,55,10,dense,0.0,0.038,38.06,26,84
d_tb2_git-multibranch__zEK52fz_10,tb2,git-multibranch__zEK52fz,git-multibranch,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,1,61,10,10,dense,0.049,0.016,0.05,2,0
d_tb2_git-multibranch__zEK52fz_15,tb2,git-multibranch__zEK52fz,git-multibranch,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,1,61,15,10,dense,0.049,0.016,0.05,2,0
d_tb2_git-multibranch__zEK52fz_19,tb2,git-multibranch__zEK52fz,git-multibranch,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,1,61,19,10,dense,0.049,0.016,0.05,2,0
d_tb2_git-multibranch__zEK52fz_23,tb2,git-multibranch__zEK52fz,git-multibranch,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,1,61,23,10,dense,0.049,0.016,0.05,2,0
d_tb2_git-multibranch__zEK52fz_28,tb2,git-multibranch__zEK52fz,git-multibranch,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,1,61,28,10,dense,0.049,0.016,0.05,2,0
d_tb2_git-multibranch__zEK52fz_34,tb2,git-multibranch__zEK52fz,git-multibranch,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,1,61,34,10,dense,0.049,0.016,0.05,2,0
d_tb2_git-multibranch__zEK52fz_40,tb2,git-multibranch__zEK52fz,git-multibranch,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,1,61,40,10,dense,0.049,0.016,0.05,2,0
d_tb2_git-multibranch__zEK52fz_46,tb2,git-multibranch__zEK52fz,git-multibranch,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,1,61,46,10,dense,0.049,0.016,0.05,2,0
d_tb2_git-multibranch__zEK52fz_52,tb2,git-multibranch__zEK52fz,git-multibranch,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,1,61,52,10,dense,0.049,0.016,0.05,2,0
d_tb2_git-multibranch__zEK52fz_58,tb2,git-multibranch__zEK52fz,git-multibranch,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,1,61,58,10,dense,0.049,0.016,0.05,2,0
d_tb2_build-cython-ext__JrNsKeV_10,tb2,build-cython-ext__JrNsKeV,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,158,10,10,dense,0.006,0.027,2.98,1,0
d_tb2_build-cython-ext__JrNsKeV_16,tb2,build-cython-ext__JrNsKeV,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,158,16,10,dense,0.006,0.027,2.98,1,0
d_tb2_build-cython-ext__JrNsKeV_21,tb2,build-cython-ext__JrNsKeV,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,158,21,10,dense,0.006,0.027,2.98,1,0
d_tb2_build-cython-ext__JrNsKeV_26,tb2,build-cython-ext__JrNsKeV,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,158,26,10,dense,0.006,0.027,2.98,1,0
d_tb2_build-cython-ext__JrNsKeV_30,tb2,build-cython-ext__JrNsKeV,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,158,30,10,dense,0.006,0.027,2.98,1,0
d_tb2_build-cython-ext__JrNsKeV_36,tb2,build-cython-ext__JrNsKeV,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,158,36,10,dense,0.006,0.027,2.98,1,0
d_tb2_build-cython-ext__JrNsKeV_40,tb2,build-cython-ext__JrNsKeV,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,158,40,10,dense,0.006,0.027,2.98,1,0
d_tb2_build-cython-ext__JrNsKeV_44,tb2,build-cython-ext__JrNsKeV,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,158,44,10,dense,0.006,0.027,2.98,1,0
d_tb2_build-cython-ext__JrNsKeV_50,tb2,build-cython-ext__JrNsKeV,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,158,50,10,dense,0.006,0.027,2.98,1,0
d_tb2_build-cython-ext__JrNsKeV_55,tb2,build-cython-ext__JrNsKeV,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,158,55,10,dense,0.006,0.027,2.98,1,0
d_tb2_compile-compcert__pvBcxmV_12,tb2,compile-compcert__pvBcxmV,compile-compcert,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,1,64,12,10,dense,0.359,0.016,3.71,4,16
d_tb2_compile-compcert__pvBcxmV_18,tb2,compile-compcert__pvBcxmV,compile-compcert,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,1,64,18,10,dense,0.359,0.016,3.71,4,16
d_tb2_compile-compcert__pvBcxmV_24,tb2,compile-compcert__pvBcxmV,compile-compcert,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,1,64,24,10,dense,0.359,0.016,3.71,4,16
d_tb2_compile-compcert__pvBcxmV_28,tb2,compile-compcert__pvBcxmV,compile-compcert,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,1,64,28,10,dense,0.359,0.016,3.71,4,16
d_tb2_compile-compcert__pvBcxmV_33,tb2,compile-compcert__pvBcxmV,compile-compcert,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,1,64,33,10,dense,0.359,0.016,3.71,4,16
d_tb2_compile-compcert__pvBcxmV_37,tb2,compile-compcert__pvBcxmV,compile-compcert,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,1,64,37,10,dense,0.359,0.016,3.71,4,16
d_tb2_compile-compcert__pvBcxmV_42,tb2,compile-compcert__pvBcxmV,compile-compcert,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,1,64,42,10,dense,0.359,0.016,3.71,4,16
d_tb2_compile-compcert__pvBcxmV_46,tb2,compile-compcert__pvBcxmV,compile-compcert,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,1,64,46,10,dense,0.359,0.016,3.71,4,16
d_tb2_compile-compcert__pvBcxmV_52,tb2,compile-compcert__pvBcxmV,compile-compcert,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,1,64,52,10,dense,0.359,0.016,3.71,4,16
d_tb2_compile-compcert__pvBcxmV_57,tb2,compile-compcert__pvBcxmV,compile-compcert,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,1,64,57,10,dense,0.359,0.016,3.71,4,16
d_tb2_crack-7z-hash__gpBub6y_11,tb2,crack-7z-hash__gpBub6y,crack-7z-hash,codex,gpt-5-codex@openai,1,44,11,10,dense,0.114,0.023,30.37,26,43
d_tb2_crack-7z-hash__gpBub6y_15,tb2,crack-7z-hash__gpBub6y,crack-7z-hash,codex,gpt-5-codex@openai,1,44,15,10,dense,0.114,0.023,30.37,26,43
d_tb2_crack-7z-hash__gpBub6y_19,tb2,crack-7z-hash__gpBub6y,crack-7z-hash,codex,gpt-5-codex@openai,1,44,19,10,dense,0.114,0.023,30.37,26,43
d_tb2_crack-7z-hash__gpBub6y_22,tb2,crack-7z-hash__gpBub6y,crack-7z-hash,codex,gpt-5-codex@openai,1,44,22,10,dense,0.114,0.023,30.37,26,43
d_tb2_crack-7z-hash__gpBub6y_25,tb2,crack-7z-hash__gpBub6y,crack-7z-hash,codex,gpt-5-codex@openai,1,44,25,10,dense,0.114,0.023,30.37,26,43
d_tb2_crack-7z-hash__gpBub6y_29,tb2,crack-7z-hash__gpBub6y,crack-7z-hash,codex,gpt-5-codex@openai,1,44,29,10,dense,0.114,0.023,30.37,26,43
d_tb2_crack-7z-hash__gpBub6y_32,tb2,crack-7z-hash__gpBub6y,crack-7z-hash,codex,gpt-5-codex@openai,1,44,32,10,dense,0.114,0.023,30.37,26,43
d_tb2_crack-7z-hash__gpBub6y_35,tb2,crack-7z-hash__gpBub6y,crack-7z-hash,codex,gpt-5-codex@openai,1,44,35,10,dense,0.114,0.023,30.37,26,43
d_tb2_crack-7z-hash__gpBub6y_38,tb2,crack-7z-hash__gpBub6y,crack-7z-hash,codex,gpt-5-codex@openai,1,44,38,10,dense,0.114,0.023,30.37,26,43
d_tb2_crack-7z-hash__gpBub6y_42,tb2,crack-7z-hash__gpBub6y,crack-7z-hash,codex,gpt-5-codex@openai,1,44,42,10,dense,0.114,0.023,30.37,26,43
d_tb2_compile-compcert__PdkzfMV_10,tb2,compile-compcert__PdkzfMV,compile-compcert,codex,gpt-5-codex@openai,1,55,10,10,dense,0.273,0.018,27.16,21,54
d_tb2_compile-compcert__PdkzfMV_14,tb2,compile-compcert__PdkzfMV,compile-compcert,codex,gpt-5-codex@openai,1,55,14,10,dense,0.273,0.018,27.16,21,54
d_tb2_compile-compcert__PdkzfMV_19,tb2,compile-compcert__PdkzfMV,compile-compcert,codex,gpt-5-codex@openai,1,55,19,10,dense,0.273,0.018,27.16,21,54
d_tb2_compile-compcert__PdkzfMV_24,tb2,compile-compcert__PdkzfMV,compile-compcert,codex,gpt-5-codex@openai,1,55,24,10,dense,0.273,0.018,27.16,21,54
d_tb2_compile-compcert__PdkzfMV_29,tb2,compile-compcert__PdkzfMV,compile-compcert,codex,gpt-5-codex@openai,1,55,29,10,dense,0.273,0.018,27.16,21,54
